tagalog,english,cebuano
hindi niya gusto na siya y pupunta ng boston,he didn t want to go to boston,dili siya ganahan nga padulong siya sa boston
siya ang napili,he is the chosen one,ang napilian kay siya
oo,yes,oo
hindi kilala ni ang batang kumakausap kay,did not know the boy who was talking to,wala kaila si sa bata nga kaistorya ni
kilala niya nang mabuti ang lungsod,he knows the city well,kabisado siya sa siyudad
buksan mo ang tv,turn on the tv,panandara ang tv
hindi ka tumitingin,you don t look,wala ka nagatan aw
oy pare kumusta,hey dude how are you,uy pre kumusta ka
iyan ay para sa aking pamilya,that s for my family,kana kay para sa akong pamilya
hulaan mo kung sino ako,guess who i am,tagnaa kung kinsa
hindi ako nakakalangoy nang masyado,i don t swim very well,dili kaayo ko hawod molangoy
ano ang gusto nila,what do they want,unsa ang ilang gusto
mali ang kanyang numero,his number is wrong,ang iyang numero kay dili tama
sinuspindi ang mga klase dahil sa baha,classes are suspended due to the flood,gipaundang ang mga klase tungod sa taas nga tubig
nawala ko ang aking bolpen,i lost my pen,akong bolpen kay nawala
nakita ko ang laro sa telebisyon,i saw the game on television,nakit an nako ang dula sa tv
natakot ako sa pusa,i was afraid of the cat,nahadlok ko sa iring
huwag mong hipuin ang anak ko,don t touch my child,ayaw guniti ang akong anak
parang masaya siya,he seems happy,murag malipayon siya
tinanong niya ako sino ang unang dumating,he asked me who came first,gipangutana ko niya kinsa ang una nga niabot
taos puso ko sa kanyang binigay ang kaunting mayroon ako,i sincerely gave him the little i had,sinsero ang akong paghatag sa iyaha sa gamay nga naa sa ako
kami ay pumunta sa parke para kumuha ng mga retrato,we went to the park to take pictures,niadto mi sa parke aron magpakuha og hulagway
pakihintay po,please wait,palihog ko og hulat
kokonektahin ko po kayo sa kanya,i will connect you to him,i konek sa nako ni sa iyaha
sa mga araw na walang ulap maaaring makita ang bundok ng fuji,on clear days mount fuji can be seen,sa mga adlaw nga walay panganod mamahimo ga makit an ang bundok sa fuji
kami y kumanta sumayaw at nagkaroon ng usapan pagkatapos ng hapunan,we sang danced and talked after dinner,nikanta kami nisayaw ug nag istoryahanay pagkahuman og panihapon
sa tingin mo ba y may impluwensya ang ating klima sa ating karakter,do you think our climate has an influence on our character,sa imong panan aw aduna ba y impluwensya ang panahon sa atong batasan
anong oras ka nanonood ng telebisyon,what time do you watch television,unsa nga oras ka nagatan aw og tv
kami y humingi sa kanyang kapatid na babae na maging mabait at dedikado,we asked his sister to be kind and dedicated,nihangyo mi sa iyang igsuon nga babae na magbinuotan ug maningkamot
ako ay pumunta sa silid aklatan upang bumasa ng isang libro,i went to the library to read a book,niadto ko sa library arong magbasa og libro
nagugutom ka ba,are you hungry,gigutom ba ka
mas madaling magplano kaysa ito y implementahin,it is easier to plan than to implement,mas sayon magbuhat og plano kaysa buhaton kini
kailangan na dipositahin natin itong pera sa isang bangko,we need to deposit this money in a bank,kinahanglan nga atoa kini ng ipatago ang kwarta sa bangko
sa pagkakaalam ko siya ay isang masipag na estudyante,as far as i know he is a diligent student,sa akong pagkabalo siya kay usa ka kugihan nga magtutungha
anong oras ako kailangang dumating,what time do i have to arrive,unsang oras ko kinahanglan moabot
may kilala akong isang lalaking marunong magpranses,i know a man who knows french,aduna akoy kaila nga lalaki nga kabalo mag pranses
pagkatapos ng lahat ng trabaho sa bahay siya ay umupo sa sofa para manood ng telebisyon,after all the work at home he sat on the sofa to watch television,pagkahuman sa tanan trabahuon sa balay nilingkod siya sa lingkuranan arong motan aw og tv
iyan ay mga libro ng aking kapatid na babae,those are my sister s books,mga libro kana sa akong igsuon ng babae
kami ay umalkila ng isang kotse nang isang linggo noong kami ay nasa italya,we rented a car for a week when we were in italy,nag renta kami og usa ka sakyanan sa sulod sa usa ka semana katong naa kami sa italya
nagustuhan mo ba ang bisikleta,did you like the bike,giganahan ka sa bayk
noong ako y kanyang kinagat napakasakit na nawalan ako ng malay,when he bit me it hurt so much that i lost consciousness,katong gipaak ko niya nakuyapan ko sa kasakit
kung bakit ang mga tao ay maaaring maiklasipika sa mga kategoryang iyan samantala ay isang misteryo,why people can be classified into those categories meanwhile is a mystery,kung ngano gikinahanglan i grupo ang mga tawo ana nga matang mao ang usa ka katingalahan
hindi maaaring ihinto ang kaunlaran,progress cannot be stopped,dili mamahimon undangon ang paglambo
tama ba ang pranses na ito,is this french correct,sakto ba ang kani nga pranses
kailangang kumain para mabuhay at hindi mabuhay para kumain,must eat to live and not live to eat,kinahanglan mokaon aron mabuhi dili mabuhi aron mokaon
sila ay nagtitipid ng pera para sa isang bahay,they are saving money for a house,nagdaginot sila og kwarta para sa usa ka balay
ang maliit na paldang iyan ay kulay rosas,that little skirt is pink,kana nga gamayng saya kay kolor pula
tapos ko nang linisin ang aking silid,i finished cleaning my room,humana ko og limpyo sa akong kwarto
siguro nga tama ka napakadamot ko,maybe you re right i hate it so much,sakto gyud siguro ka hakog kaayo ko
maraming parke sa ating lungsod,there are many parks in our city,daghan og suroyanan sa atoang siyudad
hindi ako susulat ng isang liham sa ingles,i will not write a letter in english,dili ko magsulat og usa ka sulat nga ingles
kailangan natin ng mga pinuno,we need leaders,kinahanglan nato og mga lider
binigyan niya ako ng kaunting sopas niya,he gave me some of his soup,gihatagan ko niya og gamayng sabaw
nasa bahay ka ba,are you at home,naa ba ka sa balay
sinabi nila sa akin,they told me,gi ingon nila sa ako
maraming sundalo ang namatay sa ikalawang digmaang pandaigdig,many soldiers died in world war ii,daghang sundalo ang nawalaan og kinabuhi atol atong ikaduhang giyera sa tibuok kalibutan
hindi lahat ang may alam kung anong ibig sabihin niyan,not everyone knows what that means,dili tanan nakabalo kung unsa ang iyang buot ipasabot
hindi lahat ng tao ang nakakaalam sa kahulugan,not everyone knows the meaning,dili tanan tawo nakasabot sa iyang buot isulti
alam mo ba kung nakakapagsalita ng hapones si lucia,do you know if lucia can speak japanese,kabalo ba ka kung kabalo mo istorya og hapones si lucia
hindi pa umulan ngunit talagang malapit na,it hasn t rained yet but it s about to,wala pa nibundak ang ulan pero hapit na gyud
hindi ko gusto ang damit na ito magpakita ka ng iba,i don t like this dress show me something else,dili ko ganahan ani nga sanina pakit a ko sa uban
gusto ko na kantahin mo ako,i want you to sing to me,ganahan ko nga mokanta ka para sa ako
ang tren na iyan ay darating sa chicago alas mamayang gabi,that train arrives in chicago at tonight,kana nga tren mo abot unyang alas sa gabii sa chicago
isang maliit na kotse ay mas mura kaysa isang malaki,a small car is cheaper than a big one,ang gamay nga sakyanan kay mas barato kaysa sa dako nga sakyanan
ako ang palaging una sa pagdating,i m always the first to arrive,ako ang pirmi una moabot
nandiyan ka ba,are you there,naa na ka dira
nakakapagod ang araw na ito,this day is tiring,kakapoy ani nga adlaw
umupo si chopin sa harap ng pyano at nagsimulang tumugtog,chopin sat down in front of the piano and began to play,nilingkod si chopin atubangan sa pyano ug nagsugod og tugtog
kailangan kong dumagdag ng mga bagong diksyunaryo sa silid aklatan,i need to add new dictionaries to the library,kinahanglan nako modungag og diksyonari sa librarya
inaamin kong nakalimutan ko na ang ninais kong itanong,i admit i forgot what i wanted to ask,motug an ko nalimtan nako ang akong gusto ipangutana
kinuha niya ang manok,he took the chicken,gikuha niya ang manok
may mga hayop dito,there are animals here,adunay mga hayop diri
kailangan niyang pumunta rito,he has to come here,kinahanglan siya nga moadto diria
dapat may mag aalaga sa pasyente,someone must take care of the patient,kinahanglan adunay mo atiman sa masakiton
punta tayo sa patay sino ang namatay,let s go to the dead who died,moadto ta sa patay kinsa ang namatay
ang dalawang gusali ay magkadikit,the two buildings are adjacent,ang duha ka gambalay kay nagtapad
napakawalang ingat mo na iniwan mo ang iyong maleta,you were so careless that you left your suitcase behind,wala ka y pag amping sa imong gamit gibiyaan ra nimo imong bagahe
siya ay hindi tumatakbo,he is not running,dili siya nagadagan
hayaan mo akong tingnan iyan,let me look into that,pasagdi ko nga tan awon kana
nais niya lamang na lokohin ka,he just wants to fool you,gusto lang niya nga ilaron ka
hindi ko hahayaan na lokohin niya ako,i won t let him fool me,dili nako pasagdan nga ilaron ko niya
ako ay lumakad hanggang sa pintuan,i walked up to the door,nilakaw ko hantod sa purtahan
ikaw ay isang masamang tao,you are a bad person,usa ka ka daotan nga tawo
maaari ba akong umupo sa iyong tabi,can i sit next to you,mamahimo ba kong molingkod sa imong tapad
kung siya ay darating sabihin mong pumunta siya sa aking sala,if he comes tell him to come to my living room,kung moabot siya palihug ingna nga moadto siya sa akong sala
ilang beses sa isang linggo silang kumukulekta ng basura sa lungsod na ito,how many times a week do they collect garbage in this city,pila ka higayon sa usa ka semana sila manguha og basura diri nga siyudad
nasawi sa isang aksidente ang tatlong manggagawang nasa trak,three workers in the truck were killed in an accident,namatay sa usa ka aksidente ang tulo ka trabahante nga sakay sa trak
hindi niyo kailangang manatili,you don t have to stay,dili ninyo kinahanglan magpundo diri
ang taong aking hinihintay ay hindi sumipot,the person i was waiting for did not show up,ang akong ginahulat nga tawo kay wala nitambong
siya ay matutulog na,he will go to sleep,padulong na siya matulog
ang susi ay nasa mesa ng manunulat,the key is on the writer s desk,ang susi kay naa sa ibabaw sa lamesa sa tigsulat
ang ulap ay hugis oso,the cloud is shaped like a bear,ang panganod kay porma og oso
kailangang pasayahin mo ang iyong mga magulang,you have to please your parents,kinahanglan palipayon nimo ang imong mga ginikanan
maaalala kita habambuhay,i will remember you forever,mahinumdoman tika hantod sa kahanturan
ikaw ay walang permisong pumasok sa salang ito,you do not have permission to enter this room,wala kay katungod nga mosulod diri sa sala
nakita mismo ng dalawang mata ko,i saw it with my own two eyes,nakita sa akong duha ka mga mata
ang gandang takipsilim hindi ba,it s a beautiful sunset isn t it,nindot ang kaadlawon noh
dahan dahan niyang ginawa,he did it slowly,gihinay hinay niya pag gama
gusto ko sanang pumunta sa estados unidos,i would like to go to the united states,ganahan ko nga maka adto sa estados unidos
nakarinig ka na ba ng taong nagsasalita ng esperanto,have you ever heard someone speak esperanto,nakadungog na ba ka og tawo nga nagasulti og esperanto nga pamulong
habang may mga taong gustong magkaroon ng mga bagong sapatos ang iba ay gustong magkaroon lamang ng mga paa,while some people want to have new shoes others want to just have feet,samtang naa y mga tawo nga gusto maka angkon og sapatos adunay uban nga gusto lang maka angkon og tiil
magkakaroon ng isang bagyo ng nyebe,there will be a snow storm,adunay mahitabo nga pag ulan og niyebe
ang mga bata ay gumagawa ng mga kastilyong buhangin sa dalampasigan,children make sand castles on the beach,ang mga bata kay naghimo og palasyo nga balas daplin sa dagat
ang sahig ay basa ng tubig,the floor is wet with water,basa ang salog sa tubig
ako ay magaling kumanta,i can sing well,hawod ko mokanta
walang nakakahigit sa kanya,no one is better than him,walay makalabaw kaniya
kailangan ko ng isang tsuper para ako y ihatid papuntang bahay,i need a driver to take me home,kinahanglan nako og drayber arong mahatod ko padulong sa balay
ayaw ni ng keso,doesn t like cheese,dili ganahan si og keso
bago ka lumabas ng bahay pakipatay ang mga ilaw sa kusina at sa sala,before you leave the house please turn off the lights in the kitchen and living room,bago ka mogawas sa balay palihug palonga ang suga sa kusina ug sala
ang akala ko y hindi ka darating,i thought you wouldn t come,ang akong pagtuo kay dili ka moabot
ang kanyang pangalan,his name is,ang iyang ngalan
bago ba kayo rito,are you new here,bag o mo diri
lahat ng tao ay mortal lahat ng griyego ay tao kaya lahat ng griyego ay mortal,all men are mortal all greeks are men therefore all greeks are mortal,tanang tao kay mortal bantog tanang griyego kay mortal
ang aking nakatatandang kapatid na babae ay lumalangoy nang napakabilis,my older sister swims very fast,ang akong maguwang nga igsuong babae kay paspas nagalangoy
dalhin mo ito para sa nanay mo,bring it for your mother,dalaa kini para sa imong inahan
ang paaralan ay naging abo,the school was reduced to ashes,ang eskwelahan nahimong abo
ang mga patay lamang ang nakakita sa wakas ng digmaan,only the dead saw the end of the war,ang mga nangamatay lang ang nakakita sa pagkahuman sa giyera
may relo ba ang isa sa mga kwartong iyan,does one of those rooms have a clock,aduna bay orasan ang usa sa mga kwarto
kami ang nanalo sa laro,we won the game,kami ang mananaog sa dula
nasira ang kotse,the car broke down,naguba ang sakyanan
sa tingin mo magandang ideya kung pakainin mo ang aso ng tira tirang pagkain,think it s a good idea to feed the dog leftovers,sa panan aw nimo nindot nga buhaton kung pakaunon ang iro og mga salin nga pagkaon
