tagalog,english,cebuano
magandang pook pangangaso,good place hunting,maayong lugar alang pagpangayam
pusang naghahabol daga,cat chase mice,iring gukod ilaga
matalik kaibigan,best friend,suod higala
sabihin kinalaman kasintahan,shouldnt tell boyfriend,isulti kaniya bahin hinigugma
naglalakbay malayo bumibisita dayuhang bansa gumagawa bagay nagawa noon,traveling far visiting foreign countries things never done,layo pagbiyahe pagbisita langyaw nasud pagbuhat butang mahimo kaniadto
alam tungkol nangyari,dont know happened,nahibalan bahin nahitabo
tren sasakyanan,train take,unsang tren sakyan
nagsasalita tulog,talks sleep,naga sulti maski kasamtangan pagtulog
kausapin,dont talk ever,storyaha
tingin kumakatok pinto,think someone knocking door,hunahuna adunay nagtuktok pultahan
pinagkakaabalahan linggong,week,gika busyhan karong semanaha
mahirap intindihin teorya,theory hard understand,lisod sabton teyorya
sawa museo libingan sining,sick museums graveyards arts,gikapoy museyo lubnganan sining
paumanhin tao nais kausapin,sorry person want talk available right,pasensya tawo makigsulti mahimamat
laman pagkain aking ref,fridge empty food,sulod pagkaon ref
tinulungan itaas bagahe,helped carry luggage,gitabangan pagbayaw bagahe
dumating bansang hapon dalawang taong nakaraan,came japan two years ago,miabut japan duha tuig milabay
nakakaintindi,one doesnt understand,kasabot
babasahin,read,materyal buot pagabasahon
nay ineestorbo hector,mom hector bothering,mama gihasol hector
maaari iwanan saglit,leave us moment,mahimo biyaan kadiyot
mabuhay tubig araw,cannot live without water even day,mabuhi tubig adlaw
alam galit,know hate,nahibalan gidumtan
nakita,see,nakaplagan
tao pumasok kusina,one entered kitchen,tawo pagsulod kusina
maglaro apoy,dont play fire,pagdula kalayo
sumisikat araw maaga tagaraw,sun rises earlier summer,sayo pagsubang adlaw tinginit
isdang maraming maliliit buto katawan,fish many small bones body,isda adunay daghang gagmay bukog lawas
kinausap kapitbahay kanilay nagtanong alam pumunta,talked neighbors asked knew gone,giistorya silingan ilaha nangutana kabalo muadto
sumigaw marika,cant yell marika,makasinggit marika
bisita mula ibang bansa,visitor another country,bisita laing nasud
nabibilang kina,belongs,iya
gusaling malapit matapos,building nearing completion,hapit mahuman bilding
kumain keyk uminom tsaa,ate cake drank tea,nikaon cake miinom tsa
selda paaralan,school like cell,tulunghaan sama selda
lumipad lobo langit,balloon flew sky,lobo milupad langit
malinis,clean,limpyo
agham relihiyon,science religion,syensya relihiyon
nakinig sinabi aking nanay,wish listened mother said,namati gisulti inahan
tatay kapatid parehong mahilig pagsusugal,father brother fond gambling,amahan igsoon parehas mahiligon sugal
palayain bilanggo araw,cannot release prisoners today,buhian piniriso karong taknaa
paris,wish paris,paris
dumating gabi,night came,niabot gabii
dumadagdag bagong pangungusap tatoeba,adding new sentences tatoeba,nagdugang bagong tudlingpulong tatoeba
tren puno tao,train full people,tren puno tawo
dalawang pamilya naninirahan bahay,two families live house,duha pamilya nagpuyo balay
kumanan,right,liko tuo
halika,come,dali ngari
paaralan pransiya pasok ngayong miyerkules,french schools closed wednesday,eskuylahan pransya sirado karong miyerkules
relo,watch,relo
mahal buhay malalaking bahay,life expensive big houses,mahal kinabuhi dagku balay
dalawang anak babae,two daughters,adunay duha anak babaye
maayos pagkakaputol aking buhok,hair cut properly,putol maayo buhok
panaginip,dream,damgo
tasang plastik,plastic cup,plastik tasa
itim puti aking kwarto,everything black white room,itom puti kwarto
pangalan nitong prutas,fruit,ngalan prutas
titik pambansang awit canada unang isinulat wikang pranses,lyrics canadas national anthem first written french,liriko nasudnon awit canada una gisulat pranses
uso pula,red fashion,uso pula
pinangako uuwi maaga ngayong gabi,promised would home early tonight,misaad mopauli sayo karong gabii
lindol sumira gusali,earthquake destroyed building,linog guba bilding
magaling fisika,good physics,maayo pisika
ikalimang araw bibe buhay,fifth day chick still alive,ikalimang adlaw buhi pato
aklat tungkol sayaw ibabaw mesa,book dances table,adunay libro bahin sayaw lamesa
nagkakamali iniisip mali,wrong think wrong,nasayup gihunahuna sayup
nakikita luha mata,see tears eyes,nakita luha mata
ginusto magbalik baryo,would like return village,mobalik inyong baryo
mananaliksik gumawa kuting maaaring magbigay ilaw dilim,researchers created kittens give light dark,
tingin mali,think wrong,hunahuna sayop
panganib buhay,life danger,nameligro kinabuhi
ikinasal gulang labimpito,married age seventeen,naminyo edad napulog pito
lawa poyang pinakamalaking lawa tubig maalat tsina,poyang lake largest freshwater lake china,lanaw poyang pinakadako lanaw tubigalat tsina
nakikita krus ginto,see cross made gold,nakitan krus hinimo bulawan
paaralan itinatag taong,school founded year,eskuylahan gitukod tuig
sinipon kate,kate caught,subawan kate
sydney malayo mula,sydney far,layo sydney ngari
pusa tao,cat person,iring tawo
hapon,japanese,hapon
lolo namatay kanser taon nakaraan,grandfather died cancer year earlier,apohan namatay kanser kaniadtong miaging tuig
mali,wrong,mali
nilagdaan kasunduan,agreement signed,gipirmahan kasabutan
alam malaman,know want know,kahibalo mahibalan
manok bulag nakakahanap butil,even blind chicken find grain,buta manok nakakaplag lugas
nawalan pitaka,someone lost wallet,adunay wad pitaka
dalawang dolyar,two dollars,ania laman tay duha dolyar
bigyan dolyar libro,give dollar book,hatagi dolyar alang libro
pangulong jackson umalis pagkatapos minuto,president jackson left minutes,presidente jackson mibiya pagkahuman pipila minuto
babatayin pisikal anyo dalawang lalaki magkaibangmagkaiba,based physical appearance two men different,pinauyon pisikal panagway duha lalaki layo
papeles inihalo malaking kahon,papers mixed big box,papel gisagol dako karton
pagod paa pagkatapos mahabang araw pagtatrabaho,feet tired long day work,gikapoy tiil pagkahuman adlaw pagtrabaho
artista palaging nagsusuot mamahaling alahas,actress always wears expensive jewelry,kanunay nagsulob aktres mahal alahas
iniilawan araw lupa,sun lights earth,adlaw nagdanag yuta
bakla,gay,bayot
kapitbahay bakla,neighbor gay,silingan bayot
bakla,gay,bayot
pulis,policeman,pulis
nagdesisyong sumubok muli,decided try,nakahukom mosulay
nagluluto hapunan oras,cooking dinner time,nagluto panihapon taknaa
dumalo pagpupulong,attended meeting,mitambong miting
alam mayaman,know rich,kabalo dato
loob sampung taon bayan magbabago husto,ten years country change lot,napulo tuig mahinungdanon magbago lungsod
nagaalaga bulaklak hardin,take care flowers garden,giatiman bulak tanaman
kanino,whose,
nating sundin panuntunan,follow rules,sundon balaod
palagi nagrereklamo tungkol aking maliit sweldo,always complains small salary,kanunay nagreklamo bahin gamay suweldo
nakatira muling bumalik lungsod,occupants returned city,lumulupyo namalik siyudad
nagbabantay asong,watches dog,nagbantay iro
maaari istorbohin isara bintana,bother close windows,mahimo mahasol pagsira bintana
sulat dumating,letter arrived yet,naabut sulat
tumayo likuran,stood behind,nagtindog likud
malaya alinlangan tungkol aking anak,never free doubts son,makalaya pagduhaduha bahin anak
katotohanan,fact,kamatuoran
palengke bumili gulay ring bumili bulaklak,market bought vegetables also buy flowers,merkado nagpalit utanon mahimo makapalit bulak
kumindat,winked,kidhatan
kumikindat nakatingin,winking wasnt looking,gikidhat apan nagtanaw
pilipino,filipino,pilipino
namatay kama,died bed,namatay katre
kabisera hungary budapest,capital hungary budapest,kapital hungary budapest
narito dumating,still arrived,pagabot
sinabi doktor iwanan paninigarilyo,doctor told quit smoking,giingnan doktor undang pagpanigarilyo
aking tanong,question,pangutana
pinakamagaling,best,pinakamaayo
kalimutan pakiusap,never forget please,kalimti palihog
mukhang alam sekretarya lihim,secretary seems know secret,nahibalan sekretarya sekreto
krimen pagdura sahig singapore,crime spit floor singapore,kalapasan balaod luwa salog singapore
edad karapatan pagboto,age right vote,hustong edad kanay katungod pagboto
pangalawang ina,second mother,ikaduha inahan
butas ngipin,dont even single tooth cavity,lungag ngipon
nagmamayari bahay,owns house,tagiya balay
kasimputla multo,pale ghost,sama abat luspad
taong nakakita pagsabog,people saw explosion,tawo nakakita pagbuto
bukas hapon,tomorrow afternoon,bay buhaton ugma hapon
sobrang bata umibig,young fall love,bata mahigugma
dalidali lumabas,hurried,nagdalidali nanggawas
nasaktan nahulog,hurt fell,nasakitan pagka tagak
punan porm gamit bolpen,fill form pen,sulati porm gamit ballpen
pinakita album,showed album,gipakita album
magagawa magisa,,himo inusara
busog makakain,full cant eat,nabusog mukaon
magisa biyernes gabi,alone friday night,naginusara kaniadtong biyernes gabii
kasingganda nanay,beautiful mother,ingon gwapa inahan
langit puno maiitim ulap,sky full dark clouds,langit napuno ngitngit panganod
nakapagdesisyon,havent decided yet,nakadesisyon
sinabi pera ginastos,say much money spent,saysay nabayran
naiinis pulitikong ganyan,hate politicians like,mairita pulitiko ingon niana
naglagay nilagang itlog kaunting patis aking sopas,put poached egg fish sauce soup,gibutang nilung ag itlog gamay sarsa isda sabaw
nakita kaming pagong hardin,saw turtle garden,nakakita bao tanaman
iuwi pagong,want bring turtle home,nakong dadon pawikan
napansin,notice,napansin maskin
bansang hapon klase nagsisimula abril,japan classes start april,japan klase magsugod abril
ulitin sinabi,repeat said,mahimo balikon giingon
winasak lindol lumang bahay,earthquake destroyed old house,guba linog karaang balay
kabuluhan tulang,poem mean something,mahinungdanon balak
sabay natutulog aso pusa buslo,dog cat sleep together bed,iro iring dungan natulog bukag
bukas silidaklatan unibersidad oras,university library open hours,abli librarya unibersidad niining orasa
,like dont,ibog
magagandang arkitektura dayuhang bansa,foreign countries beautiful architecture,langyaw nasud adunay matahum arkitektura
magnanakaw,steal,kawatan
aalis nakuha gamit,ill leave get stuff,mobiya pagkuha gamit
isumbong sasaksakin,report stab,isumbong dunggabon
hawakan mahigpit raketa,hold racket tightly,hugti kupot raket
manggagamot pinuntahan tanyag,physician went famous,bantog doktor giadto
pumunta paaralan kahapon,go school yesterday,eskuyla gahapon
alam mahahanap,know find,kahibalo mapangita
gumawa ingay loob silidaklatan,make noise inside library,pagsaba sulod librarya
dadating dikakilala aalis kaibigan,come stranger leave friend,moabut ingon estranghero mobiya higala
ganyang klaseng larawan loob kuwarto,picture like toms room,gibuhat klase litrato kwarto
teatro kathy ina nagpalitan upuan,theater kathy mother switched seats,sinehan kathy inahan baylo lingkuranan
kinumpirmahan niyang labi titanic,confirmed remains titanic,gikumpirma nahabilin titanic
umuupo nagbabasa libro,sitting reading book,naglingkod nagbasa libro
mananatili bahay araw,stay home today,magpabilin balay
malapit magalas hapon,almost pm,hapit hapon
manirahan kasama leyon mapanganib,living lion dangerous,peligro mamuyo kauban liyon
tumatanggap visa,accept visa,naga dawat visa
batang makarinig nakakatakot kwento,children love hear scary story,bata makadungog makahadlokon istorya
iniwan naghihintay,left waiting,gibiyaan naghulat
kotse,car,gibuhat awto
dumating bansang hapon bata,came japan child,miabut japan kaniadtong bata
umuwi bahay,go home,mahimo mopauli
pinangalanan nilang jerry kanilang pusa,named cats jerry,ginganlan iring jerry
dalawang babae umaawit,two women singing,duha babaye nagawit
labag batas,law,supak balaod
panahon makapagisip tungkol doon,still time think,pay panahon paghunahuna bahin niana
kulay kompyuter pula,color computer red,pula kolor kompyuter
kagandahan umagaw atensyon,beauty grabbed attention,nakakuha atensyon kaanyag
sugat nagiwan peklat aking braso,wound left scar arm,bilin peklat samad bukton
binibining nagmula rusya,lady russia,batanong babaye russia
nasusunog bahay,house fire,nasunog balay
nakalimutan pangalan,forgot,nakalimtan ngalan
binuksan mabuti bibig,opened mouth wide,gibuka baba
nawala maliit batang lalaki pera bigay tatay,little boy lost money father given,nawala gamay bata salapi gihatag amahan kaniya
kakailanganin,necessary,
alam kaibhan pagitan semana santa pasko,doesnt know difference holy week christmas,hibali kalainan semana santa pasko
pinarkehan kotse bakanteng lote,parked car empty lot,giparking awto bakante lote
itoy hulinghuli,late,ulahi alang
imposibleng sagutin tanong,impossible answer question,alang kanako imposible matubag pangutana
pumili armas,choose weapon,pamili armas
magandang gabi,good evening,maayong gabii
aklat doon ngunit sinauli,book returned,libro kaniya apan giuli
nakikita babaeng nakaitim,see woman black,nakita babaye itum
nagbato bato lawa,threw stone lake,gilabay bato lanaw
sinusubukan nilang kontakin,trying contact,gipaningkamutan makontak
sobrang haba aking palda,skirt long,taas sayal
maputla problema,looked pale problem,luspad hitsura bay problema kaniya
maraming kaibigan lucy,like lucy many friends,sama daghang higala lucy
nating bilhin mula ibang bansa,buy countries,paliton gawas nasud
tumakbo parke,ran park,nidagan park
europa,europe,europe
inutusan manggagamot manatili kama,physician ordered stay bed,gimandoan doktor maghigda
pinakamalapit bangko,nearest bank,pinakaduol bangko
hindinghindi magkakaanak babae,never daughter,makabaton anak babaye
sinulat aklat dalawmpung taong gulang,wrote book twenty years old,gisulat libro edad baynte anyos
pinapangako diyos pinatay,promise god kill,misaad diyos patya
napakadilim salang,living room dark,ngitngit sala
wikang ingles,like english language,ingles sinultian
sabihin hinihintay,want tell waiting,isulti kanimo ginahulat
sasabihin taong,wont say person,isulti kanang tawhana
kumain kasabay aking batang kapatid,ate little brother,nangaon kauban manghud
ulat panahon mahirap palaging magkatotoo,weather reports difficult always come true,ulat panahon lisud kanunay matuman
dumating tanghali,needs come noon,moabut udto
aksidente anim buwan nakalilipas sumasakit leeg,even though accident six months ago neck still hurts,aksidente nahitabo unom bulan milabay sakit gihapon liog
binebenta,sell,gibaligya
nagbibigay atin gatas manok itlog,cows give us milk chickens give us eggs,naghatag kanamo gatas manok nangitlog
sigurado ngunit putok baril,sure sounded like gunshot,sigurado apan ingon buto pusil
maraming keso maraming butas,cheese holes,daghang keso daghang buslot
maraming butas kaunting keso,holes less cheese,daghang buslot gamay keso
maraming keso kaunting keso,cheese less cheese,daghang keso gamay keso
maging maingat susunod,careful next time,magamping sunod
